rank,naics_code,entity_name,matrix_industry_code,matrix_industry_title,mapping_type,mapping_note,occupation_coverage_share_pct,frontline_operator_share_pct,knowledge_work_share_pct,workflow_intensity,documentation,coordination,compliance,care_service,top_occupation_1,top_occupation_2,top_occupation_3
576,212313,Crushed and Broken Granite Mining and Quarrying,212300,Nonmetallic mineral mining and quarrying,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,92.9,91.6,2.2,81.8,63.0,69.2,75.1,57.1,"Excavating and loading machine and dragline operators, surface mining (15.4%)",Heavy and tractor-trailer truck drivers (10.0%),Operating engineers and other construction equipment operators (9.9%)
577,335932,Noncurrent‑Carrying Wiring Device Manufacturing,335900,Other electrical equipment and component manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,63.1,67.5,21.6,69.5,68.1,69.0,72.6,51.8,"Inspectors, testers, sorters, samplers, and weighers (3.9%)",First-line supervisors of production and operating workers (3.8%),"Extruding and drawing machine setters, operators, and tenders, metal and plastic (3.1%)"
578,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423400,Professional and commercial equipment and supplies merchant wholesalers,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,85.9,60.8,24.9,65.7,68.3,68.5,66.3,51.9,"Sales representatives, wholesale and manufacturing, technical and scientific products (11.1%)","Sales representatives, wholesale and manufacturing, except technical and scientific products (7.0%)",Software developers (4.5%)
579,424590,Other Farm Product Raw Material Merchant Wholesalers,424500,Farm product raw material merchant wholesalers,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,90.5,69.3,3.9,72.8,64.8,66.9,69.1,56.3,"Laborers and freight, stock, and material movers, hand (12.4%)","Farmworkers, farm, ranch, and aquacultural animals (8.1%)",Heavy and tractor-trailer truck drivers (7.8%)
580,311941,"Mayonnaise, Dressing and Other Prepared Sauce Manufacturing",311900,Other food manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,90.8,86.8,6.6,78.8,65.2,66.9,72.2,56.3,Packaging and filling machine operators and tenders (11.8%),Food batchmakers (11.5%),"Laborers and freight, stock, and material movers, hand (6.1%)"
581,312230,Tobacco Manufacturing,312200,Tobacco manufacturing,exact_title,"BLS matrix publishes a title-equivalent industry, but not the exact NAICS code.",77.6,82.3,7.9,77.5,66.7,68.9,72.7,55.9,Packaging and filling machine operators and tenders (15.4%),"Food and tobacco roasting, baking, and drying machine operators and tenders (8.6%)","Laborers and freight, stock, and material movers, hand (6.5%)"
582,324121,Asphalt Paving Mixture and Block Manufacturing,324000,Petroleum and coal products manufacturing,broad_parent,BLS matrix only publishes a broader parent line for this industry.,87.1,75.2,16.2,73.4,67.0,69.2,74.5,52.2,"Petroleum pump system operators, refinery operators, and gaugers (18.3%)",First-line supervisors of production and operating workers (5.0%),"Mixing and blending machine setters, operators, and tenders (3.9%)"
583,336999,All Other Transportation Equipment Manufacturing,336900,Other transportation equipment manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,61.1,74.5,16.0,71.7,62.9,66.2,70.3,52.5,"Laborers and freight, stock, and material movers, hand (8.5%)","Welders, cutters, solderers, and brazers (7.6%)",First-line supervisors of production and operating workers (3.1%)
584,331221,Rolled Steel Shape Manufacturing,331200,Steel product manufacturing from purchased steel,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,90.5,87.0,6.7,78.4,64.9,65.7,72.4,52.6,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic (7.3%)",First-line supervisors of production and operating workers (5.8%),"Multiple machine tool setters, operators, and tenders, metal and plastic (5.5%)"
585,221112,Fossil Fuel Electric Power Generation,221112,Fossil fuel electric power generation,exact_code,BLS matrix publishes this exact industry code.,90.0,71.0,21.6,71.4,68.3,70.8,74.6,54.2,Power plant operators (16.2%),Electrical power-line installers and repairers (8.8%),Electrical engineers (6.0%)
586,524128,"Other Direct Insurance (except Life, Health and Medical) Carriers",524120,"Direct insurance (except life, health, and medical) carriers",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,92.7,32.3,56.2,50.6,76.0,68.1,68.2,50.6,"Claims adjusters, examiners, and investigators (18.3%)",Insurance underwriters (9.7%),Insurance claims and policy processing clerks (8.3%)
587,424940,Tobacco Product and Electronic Cigarette Merchant Wholesalers,4240A3,"Merchant wholesalers, nondurable goods (4241,7,9)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,91.1,78.4,6.8,75.3,65.5,66.8,67.6,55.2,"Sales representatives, wholesale and manufacturing, except technical and scientific products (12.3%)",Heavy and tractor-trailer truck drivers (10.5%),"Laborers and freight, stock, and material movers, hand (8.4%)"
588,487110,"Scenic and Sightseeing Transportation, Land",487100,"Scenic and sightseeing transportation, land",exact_title,"BLS matrix publishes a title-equivalent industry, but not the exact NAICS code.",57.3,87.8,3.1,79.9,65.0,65.2,70.6,63.1,"Bus drivers, transit and intercity (16.3%)",General and operations managers (4.3%),Reservation and transportation ticket agents and travel clerks (3.9%)
589,339991,"Gasket, Packing, and Sealing Device Manufacturing",339900,Other miscellaneous manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,71.2,73.3,16.2,72.0,66.7,68.0,69.6,53.0,"Sales representatives, wholesale and manufacturing, except technical and scientific products (4.1%)",First-line supervisors of production and operating workers (4.0%),General and operations managers (3.8%)
590,321912,"Cut Stock, Resawing Lumber, and Planing",321900,Other wood product manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,71.8,89.6,3.9,78.9,60.8,65.4,69.4,52.0,"Woodworking machine setters, operators, and tenders, except sawing (10.5%)","Laborers and freight, stock, and material movers, hand (6.4%)","Sawing machine setters, operators, and tenders, wood (4.4%)"
591,325193,Ethyl Alcohol Manufacturing,3250A2,"Chemical manufacturing (3255,6)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,91.4,77.5,12.8,75.1,68.5,69.2,72.8,56.1,Chemical equipment operators and tenders (11.5%),Packaging and filling machine operators and tenders (10.2%),"Mixing and blending machine setters, operators, and tenders (7.8%)"
592,327211,Flat Glass Manufacturing,327000,Nonmetallic mineral product manufacturing,broad_parent,BLS matrix only publishes a broader parent line for this industry.,89.5,89.2,4.8,79.6,64.1,65.9,72.8,53.0,Heavy and tractor-trailer truck drivers (18.4%),"Molders, shapers, and casters, except metal and plastic (5.3%)","Laborers and freight, stock, and material movers, hand (3.8%)"
593,313310,Textile and Fabric Finishing Mills,313000,Textile mills,broad_parent,BLS matrix only publishes a broader parent line for this industry.,91.3,89.2,5.9,78.6,62.2,64.4,71.1,51.7,"Textile winding, twisting, and drawing out machine setters, operators, and tenders (15.1%)","Textile knitting and weaving machine setters, operators, and tenders (10.6%)",Textile bleaching and dyeing machine operators and tenders (5.7%)
594,326191,Plastics Plumbing Fixture Manufacturing,326100,Plastics product manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,83.4,85.5,8.4,77.8,65.0,66.9,72.4,53.3,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic (12.9%)","Extruding and drawing machine setters, operators, and tenders, metal and plastic (5.5%)",First-line supervisors of production and operating workers (5.3%)
595,326121,Unlaminated Plastics Profile Shape Manufacturing,326100,Plastics product manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,83.4,85.5,8.4,77.8,65.0,66.9,72.4,53.3,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic (12.9%)","Extruding and drawing machine setters, operators, and tenders, metal and plastic (5.5%)",First-line supervisors of production and operating workers (5.3%)
596,541713,Research and Development in Nanotechnology,541710,"Research and development in the physical, engineering, and life sciences",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,79.6,14.2,64.1,43.8,75.0,73.4,73.0,50.9,"Medical scientists, except epidemiologists (6.5%)",Software developers (5.6%),Natural sciences managers (4.7%)
597,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",4230A1,"Merchant wholesalers, durable goods (4232,3,5,6,7,9)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,87.8,80.0,8.9,75.9,67.3,68.2,67.9,55.5,"Sales representatives, wholesale and manufacturing, except technical and scientific products (15.2%)","Laborers and freight, stock, and material movers, hand (9.8%)",General and operations managers (5.1%)
598,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,334400,Semiconductor and other electronic component manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,73.6,44.4,43.5,57.2,69.0,69.6,73.2,50.5,Semiconductor processing technicians (7.7%),Industrial engineers (5.1%),Software developers (4.9%)
599,325991,Custom Compounding of Purchased Resins,3250A2,"Chemical manufacturing (3255,6)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,91.4,77.5,12.8,75.1,68.5,69.2,72.8,56.1,Chemical equipment operators and tenders (11.5%),Packaging and filling machine operators and tenders (10.2%),"Mixing and blending machine setters, operators, and tenders (7.8%)"
600,711130,Musical Groups and Artists,711100,Performing arts companies,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,91.7,36.2,55.4,49.2,59.8,66.9,60.2,54.9,Musicians and singers (15.1%),Self-enrichment teachers (7.0%),Producers and directors (5.6%)
601,327212,Other Pressed and Blown Glass and Glassware Manufacturing,327000,Nonmetallic mineral product manufacturing,broad_parent,BLS matrix only publishes a broader parent line for this industry.,89.5,89.2,4.8,79.6,64.1,65.9,72.8,53.0,Heavy and tractor-trailer truck drivers (18.4%),"Molders, shapers, and casters, except metal and plastic (5.3%)","Laborers and freight, stock, and material movers, hand (3.8%)"
602,314910,Textile Bag and Canvas Mills,314000,Textile product mills,broad_parent,BLS matrix only publishes a broader parent line for this industry.,86.7,89.6,4.7,77.8,59.6,62.4,66.0,51.3,Sewing machine operators (24.7%),"Textile winding, twisting, and drawing out machine setters, operators, and tenders (5.9%)",First-line supervisors of production and operating workers (4.6%)
603,336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,336300,Motor vehicle parts manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,68.4,78.8,14.5,73.9,64.5,65.8,72.4,51.7,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic (4.6%)",First-line supervisors of production and operating workers (4.4%),"Inspectors, testers, sorters, samplers, and weighers (4.1%)"
604,337211,Wood Office Furniture Manufacturing,337000,Furniture and related product manufacturing,broad_parent,BLS matrix only publishes a broader parent line for this industry.,81.5,86.7,7.2,77.1,61.1,64.8,69.0,50.3,Cabinetmakers and bench carpenters (16.6%),First-line supervisors of production and operating workers (4.5%),"Woodworking machine setters, operators, and tenders, except sawing (4.3%)"
605,327410,Lime Manufacturing,327000,Nonmetallic mineral product manufacturing,broad_parent,BLS matrix only publishes a broader parent line for this industry.,89.5,89.2,4.8,79.6,64.1,65.9,72.8,53.0,Heavy and tractor-trailer truck drivers (18.4%),"Molders, shapers, and casters, except metal and plastic (5.3%)","Laborers and freight, stock, and material movers, hand (3.8%)"
606,212210,Iron Ore Mining,212200,Metal ore mining,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,86.4,81.8,14.1,76.1,63.1,70.1,75.6,55.9,Continuous mining machine operators (14.0%),Operating engineers and other construction equipment operators (9.2%),"Mobile heavy equipment mechanics, except engines (7.5%)"
607,332919,Other Metal Valve and Pipe Fitting Manufacturing,3320A2,"Fabricated metal product manufacturing (3323,4)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,83.9,85.2,8.2,76.9,62.3,64.9,70.8,52.5,"Welders, cutters, solderers, and brazers (13.7%)","Cutting, punching, and press machine setters, operators, and tenders, metal and plastic (4.7%)",First-line supervisors of production and operating workers (4.7%)
608,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,334200,Communications equipment manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,74.2,34.6,47.0,53.3,70.9,71.1,71.1,50.2,Software developers (10.8%),General and operations managers (3.2%),"Laborers and freight, stock, and material movers, hand (3.0%)"
